event_name,date,latitude,longitude,rainfall_mm,temp_max_c,temp_min_c,humidity_pct,wind_speed_kmh,precipitation_hours,evapotranspiration_mm,elevation_m,river_discharge_m3s,flood_occurred
China_Flood_in_China_2020-06,2020-07-20,27.612,111.8403,12.0,25.6,22.4,96,6.1,17.0,1.71,124.0,50.05,1
Somalia_Flood_in_Somalia_2020-05,2020-05-26,2.0428,45.3386,1.5,29.4,25.0,95,24.6,12.0,4.17,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-05-27,2.0428,45.3386,1.3,28.9,25.6,91,23.6,10.0,3.78,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-05-28,2.0428,45.3386,3.6,29.0,24.9,94,22.6,13.0,4.06,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-05-29,2.0428,45.3386,2.3,28.7,25.5,91,27.0,9.0,4.57,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-05-30,2.0428,45.3386,1.5,28.2,25.3,86,29.5,6.0,4.4,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-05-31,2.0428,45.3386,1.1,29.2,25.0,92,28.0,9.0,4.54,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-06-01,2.0428,45.3386,3.5,28.6,25.4,91,29.5,17.0,3.84,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-06-02,2.0428,45.3386,4.2,28.1,24.6,94,27.0,18.0,3.88,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-06-03,2.0428,45.3386,3.2,29.1,24.5,93,33.1,17.0,4.58,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-06-04,2.0428,45.3386,3.8,28.4,24.6,93,31.1,17.0,3.81,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-06-05,2.0428,45.3386,3.1,28.4,24.9,92,32.2,10.0,3.46,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-06-06,2.0428,45.3386,1.0,29.9,24.9,91,28.8,6.0,4.69,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-06-07,2.0428,45.3386,3.3,28.8,24.8,93,28.7,17.0,4.07,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-06-08,2.0428,45.3386,9.5,27.7,24.3,93,29.5,21.0,3.16,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-06-09,2.0428,45.3386,4.0,28.0,24.1,92,27.8,10.0,4.14,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-06-10,2.0428,45.3386,0.4,28.3,24.9,84,27.9,3.0,4.86,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-06-11,2.0428,45.3386,0.1,28.0,24.8,84,30.4,1.0,4.47,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-06-12,2.0428,45.3386,0.6,28.0,25.2,86,31.3,5.0,4.74,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-06-13,2.0428,45.3386,0.4,28.1,25.2,85,31.6,3.0,4.94,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-06-14,2.0428,45.3386,0.4,27.9,25.0,81,32.3,4.0,5.01,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-06-15,2.0428,45.3386,0.5,27.5,25.2,84,33.5,4.0,4.52,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-06-16,2.0428,45.3386,3.7,28.0,24.0,92,33.5,15.0,4.47,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-06-17,2.0428,45.3386,3.9,28.0,24.0,91,35.5,16.0,4.49,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-06-18,2.0428,45.3386,4.8,27.0,23.4,93,32.4,22.0,3.68,31.0,,1
Somalia_Flood_in_Somalia_2020-05,2020-06-19,2.0428,45.3386,2.4,27.0,23.6,92,35.1,14.0,3.93,31.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-05-15,11.4999,125.5005,22.7,28.3,25.8,94,20.6,24.0,2.55,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-05-16,11.4999,125.5005,11.1,29.0,25.6,96,12.8,23.0,3.19,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-05-17,11.4999,125.5005,5.0,29.7,26.0,94,14.2,16.0,4.01,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-05-18,11.4999,125.5005,0.0,30.8,26.7,94,11.4,0.0,5.01,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-05-19,11.4999,125.5005,3.0,30.4,26.2,95,11.8,15.0,4.41,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-05-20,11.4999,125.5005,6.9,31.0,26.0,96,11.6,14.0,4.32,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-05-21,11.4999,125.5005,9.7,30.9,26.0,96,11.2,18.0,4.64,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-05-22,11.4999,125.5005,9.9,30.4,26.4,95,12.3,13.0,4.11,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-05-23,11.4999,125.5005,4.6,30.9,26.1,96,13.2,12.0,4.46,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-05-24,11.4999,125.5005,0.3,31.0,26.4,97,14.1,3.0,4.35,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-05-25,11.4999,125.5005,0.7,30.6,26.2,100,12.6,7.0,4.57,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-05-26,11.4999,125.5005,1.2,30.4,26.1,99,12.8,10.0,4.76,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-05-27,11.4999,125.5005,4.6,30.4,26.2,93,17.2,15.0,4.53,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-05-28,11.4999,125.5005,3.6,30.0,25.8,95,12.3,11.0,4.1,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-05-29,11.4999,125.5005,3.2,29.8,25.6,95,9.4,14.0,4.08,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-05-30,11.4999,125.5005,11.0,29.3,25.8,95,11.0,20.0,4.1,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-05-31,11.4999,125.5005,7.1,29.4,25.4,94,10.4,23.0,3.7,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-06-01,11.4999,125.5005,1.4,30.5,27.2,87,11.9,12.0,4.93,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-06-02,11.4999,125.5005,1.0,29.9,25.5,94,8.6,8.0,4.25,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-06-03,11.4999,125.5005,0.6,30.9,26.0,96,10.5,3.0,4.94,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-06-04,11.4999,125.5005,4.3,30.4,25.6,100,13.1,17.0,4.43,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-06-05,11.4999,125.5005,4.0,30.0,25.7,94,9.7,14.0,4.72,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-06-06,11.4999,125.5005,5.3,29.5,26.6,91,13.8,19.0,4.25,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-06-07,11.4999,125.5005,11.6,28.9,25.7,94,11.0,20.0,3.59,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-06-08,11.4999,125.5005,4.2,29.2,25.5,94,12.3,18.0,4.02,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-06-09,11.4999,125.5005,14.5,29.0,25.7,97,17.2,22.0,3.25,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-06-10,11.4999,125.5005,84.8,26.6,24.8,95,14.9,24.0,1.0,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-06-11,11.4999,125.5005,14.4,29.4,25.2,94,17.0,21.0,2.85,7.0,,1
Philippines_Flood_in_Philippines_2020-05,2020-06-12,11.4999,125.5005,12.2,28.8,25.2,94,14.8,21.0,2.37,7.0,,1
Uganda_Flood_in_Uganda_2020-05,2020-05-06,1.3517,34.5636,1.4,17.6,10.1,91,10.5,7.0,3.39,2682.0,2.81,1
Uganda_Flood_in_Uganda_2020-05,2020-05-07,1.3517,34.5636,8.3,17.0,9.3,99,13.5,12.0,3.16,2682.0,3.0,1
Uganda_Flood_in_Uganda_2020-05,2020-05-08,1.3517,34.5636,18.2,16.9,11.0,100,12.8,23.0,2.24,2682.0,3.19,1
Uganda_Flood_in_Uganda_2020-05,2020-05-09,1.3517,34.5636,6.4,16.4,11.0,99,11.7,15.0,2.71,2682.0,5.1,1
Uganda_Flood_in_Uganda_2020-05,2020-05-10,1.3517,34.5636,5.5,16.9,10.1,95,13.0,9.0,2.95,2682.0,5.65,1
Uganda_Flood_in_Uganda_2020-05,2020-05-11,1.3517,34.5636,3.1,16.6,9.4,95,16.1,9.0,3.32,2682.0,4.81,1
Uganda_Flood_in_Uganda_2020-05,2020-05-12,1.3517,34.5636,1.3,17.6,9.8,87,15.4,5.0,4.06,2682.0,4.37,1
Uganda_Flood_in_Uganda_2020-05,2020-05-13,1.3517,34.5636,0.1,17.7,8.3,88,17.4,1.0,3.98,2682.0,4.15,1
Uganda_Flood_in_Uganda_2020-05,2020-05-14,1.3517,34.5636,0.1,18.1,11.1,89,16.8,1.0,4.16,2682.0,4.0,1
Uganda_Flood_in_Uganda_2020-05,2020-05-15,1.3517,34.5636,1.2,17.0,10.3,91,14.5,10.0,3.81,2682.0,3.91,1
Uganda_Flood_in_Uganda_2020-05,2020-05-16,1.3517,34.5636,2.6,16.7,9.8,97,12.9,10.0,3.43,2682.0,3.79,1
Uganda_Flood_in_Uganda_2020-05,2020-05-17,1.3517,34.5636,7.4,17.0,8.8,97,12.4,8.0,2.97,2682.0,3.69,1
Uganda_Flood_in_Uganda_2020-05,2020-05-18,1.3517,34.5636,16.3,15.9,9.6,99,14.9,16.0,2.71,2682.0,3.69,1
Uganda_Flood_in_Uganda_2020-05,2020-05-19,1.3517,34.5636,16.3,16.8,10.5,100,11.4,9.0,3.29,2682.0,3.72,1
Uganda_Flood_in_Uganda_2020-05,2020-05-20,1.3517,34.5636,3.6,16.5,8.5,90,10.9,11.0,3.29,2682.0,3.66,1
Uganda_Flood_in_Uganda_2020-05,2020-05-21,1.3517,34.5636,3.3,16.8,10.6,94,12.1,10.0,3.22,2682.0,3.56,1
Uganda_Flood_in_Uganda_2020-05,2020-05-22,1.3517,34.5636,14.3,15.2,9.8,100,16.2,21.0,2.29,2682.0,3.56,1
Uganda_Flood_in_Uganda_2020-05,2020-05-23,1.3517,34.5636,5.1,15.7,10.9,100,13.7,15.0,2.87,2682.0,3.62,1
Uganda_Flood_in_Uganda_2020-05,2020-05-24,1.3517,34.5636,0.4,17.5,10.2,96,13.1,3.0,4.39,2682.0,3.56,1
Uganda_Flood_in_Uganda_2020-05,2020-05-25,1.3517,34.5636,0.0,17.6,8.7,88,14.1,0.0,4.17,2682.0,3.47,1
Uganda_Flood_in_Uganda_2020-05,2020-05-26,1.3517,34.5636,0.6,17.9,9.7,86,15.9,3.0,4.04,2682.0,3.41,1
Uganda_Flood_in_Uganda_2020-05,2020-05-27,1.3517,34.5636,2.8,17.7,8.2,90,14.4,6.0,3.77,2682.0,3.32,1
Uganda_Flood_in_Uganda_2020-05,2020-05-28,1.3517,34.5636,4.8,17.2,9.9,93,12.4,17.0,3.23,2682.0,3.22,1
Uganda_Flood_in_Uganda_2020-05,2020-05-29,1.3517,34.5636,1.4,16.9,10.2,98,12.0,8.0,2.83,2682.0,3.16,1
Uganda_Flood_in_Uganda_2020-05,2020-05-30,1.3517,34.5636,9.0,17.4,8.8,93,12.8,9.0,3.44,2682.0,3.09,1
Kenya_Flood_in_Kenya_2020-04,2020-04-23,2.7656,35.5977,0.2,26.6,21.9,91,12.3,2.0,2.76,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-04-24,2.7656,35.5977,3.5,25.6,21.8,93,13.1,4.0,2.25,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-04-25,2.7656,35.5977,0.0,27.8,21.0,90,19.1,0.0,4.51,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-04-26,2.7656,35.5977,9.9,27.2,20.5,97,17.1,7.0,4.23,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-04-27,2.7656,35.5977,1.7,29.1,22.2,90,16.3,4.0,4.85,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-04-28,2.7656,35.5977,8.1,27.6,21.8,93,15.5,9.0,4.38,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-04-29,2.7656,35.5977,0.8,29.6,21.8,90,13.1,4.0,4.6,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-04-30,2.7656,35.5977,6.3,27.2,21.9,93,15.9,10.0,3.36,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-05-01,2.7656,35.5977,6.9,28.0,21.0,100,12.4,17.0,3.95,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-05-02,2.7656,35.5977,14.6,27.6,21.1,96,13.3,8.0,4.24,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-05-03,2.7656,35.5977,5.5,28.4,21.1,93,12.8,6.0,4.49,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-05-04,2.7656,35.5977,4.0,27.0,21.9,94,10.7,8.0,3.9,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-05-05,2.7656,35.5977,2.7,27.9,21.1,98,11.0,8.0,3.96,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-05-06,2.7656,35.5977,1.2,28.9,22.9,86,15.1,4.0,4.79,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-05-07,2.7656,35.5977,3.8,29.1,22.0,91,12.7,11.0,4.32,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-05-08,2.7656,35.5977,1.4,29.4,22.2,93,11.3,4.0,4.79,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-05-09,2.7656,35.5977,1.6,30.9,22.5,88,13.1,4.0,5.04,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-05-10,2.7656,35.5977,4.7,29.1,22.5,88,13.5,11.0,4.6,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-05-11,2.7656,35.5977,0.6,32.0,22.7,87,11.0,5.0,4.98,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-05-12,2.7656,35.5977,0.1,31.8,23.1,80,15.0,1.0,4.8,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-05-13,2.7656,35.5977,0.0,33.0,23.5,82,13.9,0.0,5.66,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-05-14,2.7656,35.5977,0.1,34.3,24.2,71,16.7,1.0,5.99,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-05-15,2.7656,35.5977,0.0,33.8,24.4,74,19.9,0.0,6.23,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-05-16,2.7656,35.5977,0.0,33.0,23.9,69,17.6,0.0,6.24,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-05-17,2.7656,35.5977,0.0,33.8,24.6,64,22.1,0.0,7.36,746.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-04-21,0.515,42.0757,9.0,33.0,24.9,96,14.8,16.0,3.95,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-04-22,0.515,42.0757,13.4,31.0,24.8,98,17.6,9.0,3.17,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-04-23,0.515,42.0757,16.6,32.0,24.6,95,14.0,11.0,3.17,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-04-24,0.515,42.0757,0.9,32.7,24.7,90,13.3,3.0,4.12,20.0,0.03,1
Somalia_Flood_in_Somalia_2020-04,2020-04-25,0.515,42.0757,7.2,31.1,24.4,97,17.6,14.0,3.13,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-04-26,0.515,42.0757,1.1,33.5,24.3,96,14.8,3.0,4.59,20.0,0.03,1
Somalia_Flood_in_Somalia_2020-04,2020-04-27,0.515,42.0757,12.1,32.2,24.8,93,17.6,10.0,4.3,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-04-28,0.515,42.0757,7.7,32.0,24.6,96,11.3,11.0,3.48,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-04-29,0.515,42.0757,7.3,31.1,24.6,98,16.2,11.0,3.71,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-04-30,0.515,42.0757,9.1,31.6,24.5,94,16.4,7.0,3.89,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-05-01,0.515,42.0757,3.2,33.4,24.5,96,21.5,7.0,4.91,20.0,0.03,1
Somalia_Flood_in_Somalia_2020-04,2020-05-02,0.515,42.0757,3.9,32.0,24.9,93,13.7,12.0,3.79,20.0,0.03,1
Somalia_Flood_in_Somalia_2020-04,2020-05-03,0.515,42.0757,0.2,32.3,24.7,91,18.0,1.0,4.3,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-05-04,0.515,42.0757,6.5,32.7,24.8,92,19.0,7.0,3.96,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-05-05,0.515,42.0757,8.7,31.5,24.3,94,18.9,9.0,3.55,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-05-06,0.515,42.0757,6.7,32.2,24.1,97,16.3,7.0,3.41,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-05-07,0.515,42.0757,6.5,31.8,24.1,95,14.6,8.0,3.68,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-05-08,0.515,42.0757,4.2,31.6,23.8,95,21.4,8.0,3.88,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-05-09,0.515,42.0757,1.2,31.0,24.1,91,19.7,5.0,3.74,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-05-10,0.515,42.0757,1.2,30.6,24.5,89,22.1,7.0,3.43,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-05-11,0.515,42.0757,2.1,31.2,24.0,87,18.9,4.0,4.18,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-05-12,0.515,42.0757,1.6,31.7,24.4,90,18.6,3.0,3.74,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-05-13,0.515,42.0757,0.3,32.2,24.4,91,19.2,1.0,4.12,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-05-14,0.515,42.0757,0.9,33.0,24.1,93,15.0,6.0,4.53,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-05-15,0.515,42.0757,3.7,31.6,24.8,95,20.9,5.0,4.3,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-05-16,0.515,42.0757,0.3,32.8,24.4,91,20.6,2.0,5.37,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-05-17,0.515,42.0757,0.0,33.5,24.0,90,20.9,0.0,5.49,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-05-18,0.515,42.0757,0.9,31.8,24.1,86,22.0,6.0,4.66,20.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-05-19,0.515,42.0757,0.7,32.8,23.9,85,20.0,4.0,5.0,20.0,0.0,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-05,-0.5023,117.1229,2.9,26.2,23.6,100,8.7,14.0,1.44,5.0,4622.81,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-06,-0.5023,117.1229,2.7,27.5,23.4,98,9.0,9.0,1.77,5.0,4774.29,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-07,-0.5023,117.1229,0.6,32.0,23.8,99,9.7,2.0,3.96,5.0,4840.72,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-08,-0.5023,117.1229,1.1,32.2,24.2,94,12.4,4.0,4.68,5.0,4807.39,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-09,-0.5023,117.1229,0.5,31.7,23.4,95,12.6,3.0,4.55,5.0,4580.42,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-10,-0.5023,117.1229,6.4,31.1,24.0,100,9.5,9.0,4.01,5.0,4245.2,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-11,-0.5023,117.1229,19.2,27.0,23.5,100,9.3,20.0,1.71,5.0,3980.07,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-12,-0.5023,117.1229,1.7,28.0,23.9,99,14.2,10.0,1.98,5.0,3925.45,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-13,-0.5023,117.1229,13.5,31.0,23.7,100,6.8,9.0,3.7,5.0,4196.59,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-14,-0.5023,117.1229,16.6,29.1,23.8,100,6.8,16.0,2.98,5.0,4424.88,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-15,-0.5023,117.1229,6.8,30.2,23.7,100,8.4,14.0,3.45,5.0,4384.31,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-16,-0.5023,117.1229,1.4,30.5,23.8,100,7.0,7.0,3.88,5.0,4254.98,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-17,-0.5023,117.1229,6.3,31.6,23.9,100,6.5,15.0,4.02,5.0,4206.27,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-18,-0.5023,117.1229,16.0,29.0,24.1,100,6.7,17.0,2.87,5.0,4264.8,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-19,-0.5023,117.1229,1.0,31.0,23.1,100,8.0,5.0,3.88,5.0,4304.27,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-20,-0.5023,117.1229,0.3,31.5,24.1,98,14.3,3.0,4.51,5.0,4235.43,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-21,-0.5023,117.1229,0.5,31.6,23.9,93,15.6,4.0,4.98,5.0,4072.8,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-22,-0.5023,117.1229,0.5,30.9,24.1,96,18.8,5.0,4.6,5.0,3836.07,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-23,-0.5023,117.1229,0.0,31.6,23.9,95,16.4,0.0,5.04,5.0,3555.31,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-24,-0.5023,117.1229,0.6,31.1,23.5,95,14.8,4.0,4.68,5.0,3249.87,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-25,-0.5023,117.1229,0.5,32.3,24.1,98,8.7,5.0,4.61,5.0,2957.01,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-26,-0.5023,117.1229,7.8,30.1,24.4,100,7.1,13.0,3.56,5.0,2702.96,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-27,-0.5023,117.1229,1.3,31.2,24.5,100,8.3,10.0,4.04,5.0,2551.7,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-28,-0.5023,117.1229,12.9,32.0,24.5,100,8.2,9.0,4.1,5.0,2599.16,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-29,-0.5023,117.1229,2.6,31.9,24.7,100,9.1,11.0,4.25,5.0,2817.38,1
Philippines_Flood_in_Philippines_2019-12,2019-12-06,17.4136,121.444,1.9,26.5,20.8,97,24.1,8.0,3.05,186.0,4.06,1
Philippines_Flood_in_Philippines_2019-12,2019-12-07,17.4136,121.444,3.4,22.6,19.5,93,25.1,18.0,1.57,186.0,3.53,1
Philippines_Flood_in_Philippines_2019-12,2019-12-08,17.4136,121.444,1.9,22.5,19.1,95,19.7,9.0,1.7,186.0,3.24,1
Philippines_Flood_in_Philippines_2019-12,2019-12-09,17.4136,121.444,1.0,23.8,19.0,93,14.6,8.0,2.41,186.0,2.75,1
Philippines_Flood_in_Philippines_2019-12,2019-12-10,17.4136,121.444,0.0,25.5,19.4,89,10.2,0.0,2.61,186.0,2.16,1
Philippines_Flood_in_Philippines_2019-12,2019-12-11,17.4136,121.444,0.0,25.4,19.2,93,12.6,0.0,2.36,186.0,1.47,1
Philippines_Flood_in_Philippines_2019-12,2019-12-12,17.4136,121.444,0.2,25.7,21.0,91,16.2,2.0,2.38,186.0,1.03,1
Philippines_Flood_in_Philippines_2019-12,2019-12-13,17.4136,121.444,4.7,25.0,21.5,95,16.3,17.0,1.91,186.0,1.11,1
Philippines_Flood_in_Philippines_2019-12,2019-12-14,17.4136,121.444,4.5,26.7,22.0,97,12.4,17.0,2.56,186.0,1.05,1
Philippines_Flood_in_Philippines_2019-12,2019-12-15,17.4136,121.444,1.1,26.9,21.5,98,12.7,10.0,2.56,186.0,0.85,1
Philippines_Flood_in_Philippines_2019-12,2019-12-16,17.4136,121.444,0.1,27.5,20.6,97,8.4,1.0,2.88,186.0,0.69,1
Philippines_Flood_in_Philippines_2019-12,2019-12-17,17.4136,121.444,0.2,28.2,21.1,92,9.5,2.0,3.33,186.0,0.47,1
Philippines_Flood_in_Philippines_2019-12,2019-12-18,17.4136,121.444,0.0,27.3,18.2,96,6.2,0.0,3.12,186.0,0.28,1
Philippines_Flood_in_Philippines_2019-12,2019-12-19,17.4136,121.444,9.3,26.9,20.1,97,8.8,11.0,2.53,186.0,0.19,1
Philippines_Flood_in_Philippines_2019-12,2019-12-20,17.4136,121.444,11.9,25.6,21.2,98,7.0,21.0,1.49,186.0,0.2,1
Philippines_Flood_in_Philippines_2019-12,2019-12-21,17.4136,121.444,0.3,26.5,19.5,97,7.1,3.0,2.56,186.0,0.23,1
Philippines_Flood_in_Philippines_2019-12,2019-12-22,17.4136,121.444,0.0,28.1,17.4,95,8.9,0.0,3.46,186.0,0.16,1
Philippines_Flood_in_Philippines_2019-12,2019-12-23,17.4136,121.444,0.0,27.5,17.3,96,10.6,0.0,3.22,186.0,0.11,1
Philippines_Flood_in_Philippines_2019-12,2019-12-24,17.4136,121.444,3.5,27.0,21.1,96,6.4,11.0,2.78,186.0,0.09,1
Philippines_Flood_in_Philippines_2019-12,2019-12-25,17.4136,121.444,0.2,26.9,20.2,99,14.8,2.0,2.35,186.0,0.09,1
Philippines_Flood_in_Philippines_2019-12,2019-12-26,17.4136,121.444,4.3,28.1,21.4,95,10.2,6.0,2.37,186.0,0.08,1
Philippines_Flood_in_Philippines_2019-12,2019-12-27,17.4136,121.444,12.7,26.0,21.4,99,22.8,21.0,1.57,186.0,0.39,1
Philippines_Flood_in_Philippines_2019-12,2019-12-28,17.4136,121.444,12.8,25.4,21.8,96,14.1,20.0,1.37,186.0,1.25,1
Philippines_Flood_in_Philippines_2019-12,2019-12-29,17.4136,121.444,1.5,27.7,21.4,97,11.2,8.0,2.86,186.0,1.01,1
Philippines_Flood_in_Philippines_2019-12,2019-12-30,17.4136,121.444,0.0,27.5,18.6,95,8.9,0.0,3.09,186.0,0.7,1
Philippines_Flood_in_Philippines_2019-12,2019-12-31,17.4136,121.444,1.3,26.5,20.1,98,14.2,7.0,2.75,186.0,0.45,1
Uganda_Flood_in_Uganda_2019-12,2019-12-04,0.9221,33.9506,8.0,24.6,18.4,99,6.1,12.0,2.7,1076.0,64.01,1
Uganda_Flood_in_Uganda_2019-12,2019-12-05,0.9221,33.9506,12.6,27.3,17.5,100,9.7,4.0,3.73,1076.0,65.53,1
Uganda_Flood_in_Uganda_2019-12,2019-12-06,0.9221,33.9506,3.7,27.9,18.1,98,6.2,12.0,3.42,1076.0,64.92,1
Uganda_Flood_in_Uganda_2019-12,2019-12-07,0.9221,33.9506,10.0,26.9,18.8,98,7.6,14.0,3.71,1076.0,64.77,1
